"","Person","PostID","Score","ViewCount","QTime","HourQTime"
"19998",8595,61131,3,986,1370593082.607,8
"19999",26604,61135,2,28,1370595433.057,8
"20000",18638,61138,2,263,1370595996.13,9
"20001",26605,61139,2,60,1370596160.32,9
"20002",26607,61143,1,83,1370598236.993,9
"20003",26342,61144,1,1233,1370598337.763,9
"20004",18334,61145,1,45,1370599665.247,10
"20005",26610,61147,1,62,1370600214.683,10
"20006",26609,61150,0,613,1370601782.363,10
"20007",26611,61151,3,88,1370602142.797,10
"20008",10766,61153,1,178,1370602376.587,10
"20009",6056,61155,5,105,1370603547.833,11
"20010",25260,61164,1,59,1370609540.027,12
"20011",14346,61169,6,340,1370614609.077,14
"20012",26618,61172,0,43,1370616887.827,14
"20013",26619,61173,0,410,1370616985.743,14
"20014",6415,61179,0,45,1370621428.98,16
"20015",26622,61181,2,144,1370622903.687,16
"20016",26179,61183,4,180,1370625594.823,17
"20017",26625,61184,0,135,1370626079.623,17
"20018",21998,61185,0,305,1370626153.24,17
"20019",10530,61186,1,121,1370626741.1,17
"20020",8086,61189,5,954,1370632537.943,19
"20021",3269,61190,0,83,1370633515.443,19
"20022",20580,61191,2,217,1370633571.493,19
"20023",26244,61195,2,246,1370578599.273,4
"20024",26632,61200,3,102,1370647305.247,23
"20025",14541,61201,3,150,1369866276.25,22
"20026",26633,61205,0,56,1370657098.033,2
"20027",12492,61209,0,128,1370678129.017,7
"20028",14730,61215,7,265,1370695996.32,12
"20029",26640,61217,9,4949,1370697751.307,13
"20030",26338,61218,4,5545,1370699436.68,13
"20031",17362,61221,1,177,1370700331.393,14
"20032",25814,61224,0,126,1370702611.46,14
"20033",25538,61225,3,1147,1370703721.59,15
"20034",14188,61230,9,3231,1370709466.313,16
"20035",4769,61231,12,235,1370710171.88,16
"20036",26645,61232,2,757,1370711986.423,17
"20037",26649,61234,3,216,1370717799.31,18
"20038",11405,61235,6,604,1370718016.897,19
"20039",26651,61237,2,78,1370719211.967,19
"20040",26653,61240,2,49,1370720941.41,19
"20041",26654,61242,2,54,1370722768.12,20
"20042",26657,61247,1,69,1370728380.813,21
"20043",26658,61248,0,257,1370731418.413,22
"20044",18334,61250,2,51,1370738073.807,0
"20045",13902,61254,1,36,1370742379.837,1
"20046",26666,61263,0,86,1370760777.6,6
"20047",20656,61264,1,897,1370760916.903,6
"20048",12492,61266,6,174,1370764419.763,7
"20049",26667,61270,0,145,1370766362.537,8
"20050",26669,61273,4,287,1370774500.657,10
"20051",26670,61275,1,175,1370777267.083,11
"20052",16306,61281,1,51,1370779761.567,12
"20053",20727,61282,1,45,1370779924.997,12
"20054",4769,61284,5,310,1370782498.06,12
"20055",14045,61286,1,67,1370782978.913,13
"20056",26674,61287,2,44,1370785972.93,13
"20057",4769,61288,2,83,1370787858.88,14
"20058",26298,61291,0,62,1370790775.04,15
"20059",21919,61301,1,53,1370804722.207,19
"20060",4769,61303,8,255,1370808072.703,20
"20061",12020,61308,0,512,1370814113.583,21
"20062",290,61309,3,1282,1370816690.703,22
"20063",26679,61312,0,148,1370821341.073,23
"20064",19788,61315,3,111,1370823237.22,0
"20065",17801,61316,0,47,1370823745.323,0
"20066",26680,61317,3,210,1370827881.253,1
"20067",25903,61319,3,101,1370835560.973,3
"20068",26681,61320,7,137,1370835672.24,3
"20069",26683,61324,1,135,1370844077.86,6
"20070",5339,61325,3,91,1370845731.757,6
"20071",26615,61327,1,82,1370856693.34,9
"20072",26490,61328,2,3604,1370860254.157,10
"20073",5795,61332,10,417,1370862214.667,11
"20074",26694,61334,4,344,1370863440.81,11
"20075",11700,61335,0,1047,1370864205.763,11
"20076",26689,61336,3,143,1370864990.067,11
"20077",26101,61338,7,111,1370865583.157,11
"20078",14730,61341,2,160,1370868764.077,12
"20079",26695,61343,2,61,1370870325.2,13
"20080",9244,61344,0,748,1370870395.367,13
"20081",22083,61347,2,276,1370872899.31,14
"20082",26267,61348,0,160,1370873696.947,14
"20083",26701,61349,3,1266,1370873744.553,14
"20084",22214,61351,5,122,1370874630.603,14
"20085",26703,61354,3,70,1370879313.87,15
"20086",26200,61356,0,105,1370880454.307,16
"20087",26705,61357,1,82,1370880849.757,16
"20088",20065,61358,3,63,1370880887.947,16
"20089",13636,61362,4,100,1370883824.877,17
"20090",26619,61364,2,257,1370884845.523,17
"20091",10416,61365,0,88,1370885475.73,17
"20092",26708,61371,2,70,1370887214.71,18
"20093",20556,61372,1,280,1370887542.52,18
"20094",26709,61373,0,276,1370887569.863,18
"20095",26710,61374,2,281,1370888230.667,18
"20096",21521,61376,1,116,1370892031.293,19
"20097",20884,61377,2,61,1370892174.737,19
"20098",13212,61380,2,441,1370893785.063,19
"20099",1005,61390,3,500,1370896926.617,20
"20100",2164,61391,3,104,1370897384.503,20
"20101",26714,61393,1,1111,1370897828.917,20
"20102",26715,61398,5,484,1370900593.087,21
"20103",18164,61400,0,215,1370902087.873,22
"20104",24792,61401,0,187,1370902240.447,22
"20105",17801,61402,0,105,1370902631.667,22
"20106",16545,61405,5,511,1370906749.687,23
"20107",25351,61406,1,91,1370909035.31,0
"20108",14188,61408,0,105,1370910864.763,0
"20109",26717,61412,2,135,1370915194.967,1
"20110",26130,61414,1,54,1370921483.487,3
"20111",26130,61417,3,93,1370924743.033,4
"20112",26722,61423,1,60,1370937516.11,7
"20113",686,61428,4,113,1370946498.943,10
"20114",26727,61431,0,78,1370947896.793,10
"20115",26729,61432,2,109,1370948459.293,11
"20116",20065,61435,1,186,1370951729.7,11
"20117",1005,61436,2,65,1370951730.327,11
"20118",26731,61438,0,143,1370952423.397,12
"20119",25743,61439,1,36,1370954549.977,12
"20120",26607,61440,1,38,1370954960.663,12
"20121",26736,61444,1,185,1370958141.457,13
"20122",22468,61445,1,168,1370958204.69,13
"20123",26737,61446,3,47,1370958777.247,13
"20124",5203,61447,0,304,1370958966.247,13
"20125",21062,61448,3,180,1370960812.723,14
"20126",26738,61449,11,101,1370961028.143,14
"20127",26739,61450,1,46,1370961258.58,14
"20128",12786,61451,7,145,1370961672.773,14
"20129",26741,61452,0,49,1370961953.93,14
"20130",26267,61453,1,660,1370963338.76,15
"20131",26705,61454,1,457,1370963467.907,15
"20132",23783,61456,1,130,1370964007.9,15
"20133",21061,61457,0,133,1370966098.907,15
"20134",26749,61461,2,83,1370968359.35,16
"20135",1005,61464,2,50,1370971066.79,17
"20136",26105,61465,1,36,1370971261.607,17
"20137",1005,61468,2,86,1370973363.82,17
"20138",26754,61469,4,151,1370973862.8,18
"20139",26757,61473,1,213,1370977048.967,18
"20140",24230,61474,0,134,1370977054.957,18
"20141",20780,61475,0,245,1370977420.363,19
"20142",26640,61480,2,406,1370979181.663,19
"20143",26760,61481,2,79,1370980337.953,19
"20144",26763,61498,3,88,1370986403.23,21
"20145",26770,61503,2,135,1370997064.367,0
"20146",26769,61505,1,423,1370997263.647,0
"20147",26767,61506,2,302,1370997483.157,0
"20148",26771,61507,1,186,1370999145.88,1
"20149",195,61508,0,46,1370999756.873,1
"20150",24238,61510,1,907,1371004246.733,2
"20151",26130,61512,0,81,1371007139.307,3
"20152",26774,61513,1,142,1371007651.01,3
"20153",26774,61514,1,183,1371008730.477,3
"20154",20556,61521,5,583,1371018912.737,6
"20155",26782,61526,1,25,1371025929.9,8
"20156",26784,61529,1,133,1371027674.823,9
"20157",23733,61531,7,350,1371029937.61,9
"20158",26786,61532,0,141,1371030549.543,9
"20159",26780,61535,2,1110,1371035321.733,11
"20160",9030,61540,5,165,1371037886.757,11
"20161",26791,61541,-2,91,1371038036.367,11
"20162",2798,61546,14,224,1371043463.25,13
"20163",26640,61547,6,672,1371045045.48,13
"20164",16545,61551,2,220,1371047376.223,14
"20165",26795,61553,0,229,1371047703.213,14
"20166",25339,61562,0,126,1371049091.74,14
"20167",11415,61568,2,59,1371052216.22,15
"20168",26802,61569,5,602,1371054981.887,16
"20169",26804,61572,1,27,1371058603.503,17
"20170",26808,61573,1,1873,1371058824.803,17
"20171",26158,61576,0,113,1371060576.887,18
"20172",26811,61577,2,164,1371062271.35,18
"20173",6720,61579,0,78,1371062473.06,18
"20174",12786,61580,2,110,1371062823.7,18
"20175",17357,61582,1,84,1371064317.163,19
"20176",26356,61587,-3,438,1371066236.543,19
"20177",10026,61588,3,63,1371066314.533,19
"20178",26814,61589,1,103,1371066825.39,19
"20179",26817,61590,0,41,1371067545.99,20
"20180",26690,61594,3,53,1370658097.107,2
"20181",26352,61600,3,564,1371076407.223,22
"20182",26823,61605,0,56,1371079355.323,23
"20183",26619,61607,1,47,1371081616.93,0
"20184",6897,61610,2,115,1371087155.39,1
"20185",26657,61611,3,55,1371089427.287,2
"20186",26826,61612,9,151,1371090858.163,2
"20187",26827,61616,1,133,1371098786.887,4
"20188",26833,61620,2,342,1371105581.323,6
"20189",17192,61622,1,530,1371108764.28,7
"20190",25386,61625,3,112,1371111082.013,8
"20191",26746,61626,5,1432,1371111196.053,8
"20192",26837,61628,1,106,1371113096.613,8
"20193",14346,61631,2,81,1371113243.51,8
"20194",11205,61633,2,49,1371114587.89,9
"20195",25672,61637,2,98,1371116254.927,9
"20196",14650,61638,1,1644,1371116509.7,9
"20197",24725,61644,1,61,1371121567.94,11
"20198",14826,61647,0,237,1371122453.147,11
"20199",26842,61648,2,85,1371123243.683,11
"20200",23891,61649,0,751,1371124192.353,11
"20201",8595,61650,2,69,1371124423.527,11
"20202",26844,61654,2,49,1371126823.06,12
"20203",20556,61656,3,109,1371127057.387,12
"20204",26846,61657,2,448,1371128826.313,13
"20205",26847,61658,0,100,1371129431.87,13
"20206",26746,61659,0,137,1371129958.817,13
"20207",26851,61665,4,123,1371132100.62,14
"20208",20656,61666,1,141,1370761439.813,7
"20209",21521,61668,2,100,1371132329.453,14
"20210",26848,61669,1,90,1371132527.67,14
"20211",26853,61672,1,51,1371136311.31,15
"20212",25024,61675,3,122,1371137193.15,15
"20213",21345,61678,1,915,1371141065.14,16
"20214",26863,61680,0,178,1371144837.9,17
"20215",20921,61681,1,1382,1371145140.31,17
"20216",26864,61682,2,48,1371145647.91,17
"20217",26179,61684,1,135,1371146741.603,18
"20218",26867,61688,3,381,1371147418.63,18
"20219",26869,61692,3,157,1371150352.253,19
"20220",3018,61693,5,506,1371152533.623,19
"20221",26848,61697,3,1023,1371153672.813,20
"20222",10320,61701,1,74,1371155476.453,20
"20223",26871,61702,1,236,1371155615.82,20
"20224",24230,61703,1,73,1371156544.183,20
"20225",20780,61704,1,61,1371158298.313,21
"20226",26579,61705,5,2043,1371158670.03,21
"20227",5941,61706,0,35,1371159167.39,21
"20228",26640,61711,4,1193,1371162286.19,22
"20229",22022,61715,12,432,1371178249.34,2
"20230",26323,61719,6,307,1371184342.88,4
"20231",26879,61721,2,127,1371185238.897,4
"20232",26352,61723,2,131,1371186380.287,5
"20233",26352,61724,1,104,1371188199.03,5
"20234",2392,61725,2,49,1371188252.13,5
"20235",9768,61729,3,926,1371193952.71,7
"20236",25386,61730,5,161,1371194220.62,7
"20237",26886,61732,1,201,1371200106.01,8
"20238",26887,61733,9,1753,1371200148.723,8
"20239",26447,61734,1,134,1371201130.897,9
"20240",26267,61740,7,955,1371206443.587,10
"20241",10318,61742,0,53,1371208087.75,11
"20242",26889,61743,3,246,1371208707.987,11
"20243",26891,61745,1,31,1371210499.337,11
"20244",26607,61746,0,50,1371211889.417,12
"20245",26887,61747,3,166,1371212217.713,12
"20246",26890,61749,1,49,1371212666.86,12
"20247",26851,61753,5,157,1371219502.147,14
"20248",26746,61754,1,366,1371219827.497,14
"20249",26897,61755,0,91,1371220032.317,14
"20250",5509,61756,6,364,1371220489.35,14
"20251",26899,61761,0,406,1371223522.81,15
"20252",26619,61765,1,39,1371226215.2,16
"20253",26901,61766,3,148,1371226257.03,16
"20254",25386,61767,2,91,1371226667.583,16
"20255",26902,61768,2,988,1371227035.093,16
"20256",26619,61769,1,124,1371227106.113,16
"20257",26903,61772,0,226,1371229470.297,17
"20258",24028,61773,1,129,1371229871.817,17
"20259",26906,61775,2,131,1371230706.09,17
"20260",26907,61779,2,449,1371232726.143,17
"20261",26909,61782,3,80,1371240680.84,20
"20262",2798,61783,9,489,1371240889.827,20
"20263",26911,61784,2,66,1371241130.057,20
"20264",26910,61785,4,114,1371241138.467,20
"20265",11759,61786,1,315,1371244176.223,21
"20266",26628,61787,12,457,1371244185.287,21
"20267",12005,61793,3,64,1371259744.72,1
"20268",26918,61794,2,42,1371260389.053,1
"20269",26916,61796,3,124,1371262785.27,2
"20270",9495,61798,14,650,1371265040.16,2
"20271",21054,61805,5,842,1371277100.483,6
"20272",22293,61808,2,216,1371281463.95,7
"20273",183,61809,10,499,1371282171.72,7
"20274",23956,61815,3,1086,1371290892.6,10
"20275",20836,61818,5,137,1371296711.08,11
"20276",2959,61819,1,391,1371297061.233,11
"20277",26851,61821,1,66,1371300649.143,12
"20278",26848,61822,3,126,1371301718.213,13
"20279",21998,61824,9,2095,1371306771.14,14
"20280",24617,61827,3,333,1371311222.177,15
"20281",5907,61829,7,9027,1371311967.653,15
"20282",26931,61834,2,394,1371321310.13,18
"20283",26934,61842,0,230,1371337233.24,23
"20284",23891,61845,8,272,1371342724.903,0
"20285",26934,61848,0,67,1371352153.203,3
"20286",26851,61851,2,269,1371358104.147,4
"20287",26173,61854,1,376,1371365996.483,6
"20288",23616,61855,0,192,1371366262.533,7
"20289",10914,61858,4,39,1371375052.103,9
"20290",7626,61859,1,74,1371377365.53,10
"20291",26179,61863,1,716,1371385870.653,12
"20292",25739,61866,2,107,1371388284.28,13
"20293",26945,61869,3,1847,1371393767.053,14
"20294",26459,61873,1,73,1371399281.753,16
"20295",22341,61874,2,151,1371400596.207,16
"20296",26950,61875,1,94,1371401766.807,16
"20297",26459,61876,0,49,1371402000.867,17
"20298",2676,61877,5,251,1371402928.56,17
"20299",26951,61878,0,213,1371405384.803,17
"20300",21961,61882,0,190,1371414267.343,20
"20301",26848,61883,4,130,1371414445.103,20
"20302",26952,61885,1,128,1371416621.08,21
"20303",26953,61886,1,53,1371417243.86,21
"20304",20343,61887,0,41,1371418092.9,21
"20305",26796,61889,4,213,1371420632.187,22
"20306",601,61895,4,174,1371430782.967,0
"20307",4769,61896,3,98,1371432196.673,1
"20308",26957,61898,7,324,1371436317.283,2
"20309",26960,61903,1,391,1371454112.837,7
"20310",26961,61905,1,184,1371455100.153,7
"20311",26931,61906,1,1966,1371455290.693,7
"20312",26962,61907,1,464,1371456470.433,8
"20313",26963,61908,2,237,1371459871.833,9
"20314",26967,61911,2,188,1371463852.323,10
"20315",22048,61912,1,101,1371466087.11,10
"20316",26968,61914,1,121,1371469614.153,11
"20317",2916,61915,1,134,1371469740.973,11
"20318",26970,61916,1,64,1371470036.03,11
"20319",26971,61918,1,83,1371471822.303,12
"20320",9162,61921,2,110,1371473389.153,12
"20321",16912,61922,0,144,1371473647.703,12
"20322",26956,61924,2,790,1371474411.177,13
"20323",26972,61926,0,412,1371474737.76,13
"20324",16774,61927,1,45,1371474860.887,13
"20325",14346,61928,5,151,1371475449.563,13
"20326",26974,61929,4,99,1371475501.117,13
"20327",6649,61930,0,124,1371476109.67,13
"20328",5191,61931,1,24,1371476575.92,13
"20329",26975,61932,1,44,1371476588.567,13
"20330",10776,61933,0,96,1371477727.66,14
"20331",26973,61935,6,740,1371479217.94,14
"20332",26978,61943,-4,92,1371483128.73,15
"20333",26977,61944,0,32,1371483203.28,15
"20334",25973,61948,1,141,1371486164.527,16
"20335",25973,61949,1,149,1371486974.87,16
"20336",26956,61950,1,148,1371487308.89,16
"20337",26980,61951,2,107,1371488620.753,17
"20338",26979,61956,6,1048,1371491396.433,17
"20339",26040,61957,2,434,1371492410.087,18
"20340",26985,61961,5,505,1371496949.333,19
"20341",26987,61962,5,76,1371499185.4,19
"20342",26986,61966,3,147,1371500604.127,20
"20343",26990,61967,0,73,1371501018.17,20
"20344",10914,61972,3,96,1371503091.923,21
"20345",26993,61977,3,169,1371506617.72,22
"20346",1005,61978,0,38,1371507644.253,22
"20347",26995,61979,3,28,1371507716.637,22
"20348",24042,61984,0,251,1371520926.053,2
"20349",27002,61985,1,31,1371521631.97,2
"20350",59,61989,3,259,1371523193.797,2
"20351",27004,61990,3,274,1371524753.22,3
"20352",27005,61991,1,110,1371527643.82,3
"20353",27006,61994,3,281,1371530350.127,4
"20354",27011,61996,1,114,1371535784.49,6
"20355",26223,61997,5,84,1371538860.987,7
"20356",27013,61998,0,52,1371539377.827,7
"20357",12492,62000,1,136,1371540312.537,7
"20358",27015,62004,1,1389,1371546659.533,9
"20359",5509,62006,2,1363,1371552951.173,10
"20360",9162,62008,0,83,1371556546.733,11
"20361",21560,62009,0,88,1371556828.293,12
"20362",27020,62010,2,208,1371558338.787,12
"20363",19667,62012,5,220,1371561021.137,13
"20364",27023,62013,1,88,1371561167.247,13
"20365",27025,62015,3,2288,1371561330.45,13
"20366",13424,62017,0,72,1371563650.917,13
"20367",27026,62018,2,126,1371565388.62,14
"20368",23970,62019,2,77,1371567126.57,14
"20369",9577,62020,3,174,1371568385.62,15
"20370",10705,62021,0,106,1371568674.237,15
"20371",26607,62023,2,71,1371569536.213,15
"20372",18563,62025,6,177,1371570805.133,15
"20373",27031,62032,3,721,1371572476.753,16
"20374",20100,62033,1,510,1371572620.523,16
"20375",684,62034,7,490,1371573153.057,16
"20376",17362,62035,0,115,1371573865.22,16
"20377",26195,62036,0,472,1371575330.953,17
"20378",996,62043,3,152,1371582276.733,19
"20379",39746,62044,0,63,1371583917.337,19
"20380",8333,62045,4,156,1371584368.867,19
"20381",27037,62048,0,39,1371586387.863,20
"20382",10776,62050,4,204,1371586900.743,20
"20383",27039,62051,0,123,1371587056.93,20
"20384",27040,62052,1,461,1371588335.99,20
"20385",10705,62054,0,143,1371590600.26,21
"20386",18164,62055,2,140,1371591256.933,21
"20387",25739,62059,0,85,1371594721.07,22
"20388",21691,62064,2,40,1371610292.107,2
"20389",7071,62066,2,270,1371614019.9,3
"20390",27046,62068,2,83,1371620660.507,5
"20391",5824,62069,6,481,1371621962.833,6
"20392",12492,62070,1,207,1371623536.893,6
"20393",27050,62071,2,124,1371626544.157,7
"20394",1048,62075,1,1239,1371631208.16,8
"20395",27053,62076,1,117,1371632713.323,9
"20396",26609,62079,2,242,1371634455.347,9
"20397",27054,62082,0,51,1371636870.643,10
"20398",27059,62086,3,350,1371642732.55,11
"20399",27061,62087,0,45,1371642868.023,11
"20400",19741,62091,4,73,1371645201.757,12
"20401",18528,62092,30,10173,1371645662.85,12
"20402",27058,62097,2,197,1371648281.117,13
"20403",27065,62098,2,58,1371648488.82,13
"20404",13561,62099,2,266,1371648492.603,13
"20405",25504,62101,1,122,1371649467.047,13
"20406",26943,62102,1,87,1371649712.25,13
"20407",26640,62106,5,742,1371651021.483,14
"20408",27069,62110,0,127,1371652072.553,14
"20409",1005,62113,0,21,1371652692.78,14
"20410",18531,62115,2,117,1371653549.877,14
"20411",8402,62117,1,64,1371655042.007,15
"20412",14434,62118,3,136,1371656226.07,15
"20413",24864,62123,3,219,1371658661.497,16
"20414",12492,62125,1,180,1371660281.413,16
"20415",27076,62127,0,206,1371662251.53,17
"20416",27078,62132,1,104,1371666050.27,18
"20417",27084,62134,1,60,1371667836.497,18
"20418",27085,62135,1,84,1371668301.31,18
"20419",13038,62141,0,162,1371673837.147,20
"20420",27086,62142,4,127,1371674843.527,20
"20421",24611,62143,2,81,1371675077.057,20
"20422",27089,62146,12,565,1371676720.477,21
"20423",25672,62149,2,173,1371683344.073,23
"20424",2676,62167,3,184,1371697342.8,3
"20425",5546,62175,3,74,1371707243.243,5
"20426",26102,62176,0,117,1371710025.653,6
"20427",13702,62179,2,152,1371717857.677,8
"20428",27104,62180,0,123,1371720024.033,9
"20429",27107,62182,0,151,1371724427.487,10
"20430",27105,62183,0,251,1371725187.067,10
"20431",26698,62185,0,36,1371726993.627,11
"20432",1005,62186,0,183,1371727436.493,11
"20433",27109,62187,0,62,1371728906.753,11
"20434",27108,62188,0,80,1371729508.23,11
"20435",27110,62190,3,394,1371730091.373,12
"20436",27112,62193,2,60,1371730860.157,12
"20437",27113,62195,0,109,1371733205.197,13
"20438",27114,62203,1,185,1371737063.127,14
"20439",21983,62204,1,132,1371737901.447,14
"20440",27118,62206,1,59,1371742978.377,15
"20441",27122,62207,1,56,1371743872.907,15
"20442",16382,62208,3,742,1371747362.2,16
"20443",6072,62209,1,194,1371748142.68,17
"20444",27125,62210,1,79,1371749526.067,17
"20445",2252,62211,5,751,1371750031.427,17
"20446",9136,62213,3,480,1371751644.82,18
"20447",27126,62216,2,80,1371753981.557,18
"20448",2798,62220,0,71,1371758119.283,19
"20449",27128,62223,3,160,1371762819.82,21
"20450",17661,62225,2,1034,1371763938.92,21
"20451",27129,62229,1,133,1371766329.527,22
"20452",24238,62231,2,258,1371769868.693,23
"20453",27127,62235,3,198,1371771645.64,23
"20454",24238,62237,10,654,1371775592.953,0
"20455",5176,62238,7,105,1371775788.363,0
"20456",27132,62246,1,80,1371796500.803,6
"20457",27133,62247,0,993,1371796983.63,6
"20458",27134,62248,0,106,1371798846.64,7
"20459",27106,62249,0,133,1371799186.447,7
"20460",17359,62252,2,81,1371805766.423,9
"20461",27136,62253,2,224,1371805836.64,9
"20462",27138,62255,0,95,1371806367.91,9
"20463",25509,62257,2,61,1371807342.59,9
"20464",27142,62263,4,69,1371816017.39,12
"20465",13140,62265,0,91,1371820276.34,13
"20466",7417,62266,1,60,1371821592.883,13
"20467",27144,62267,1,167,1371822113.87,13
"20468",27146,62269,3,251,1371824926.623,14
"20469",17953,62281,2,38,1371829848.57,15
"20470",18164,62284,0,98,1371832069.21,16
"20471",27156,62285,2,41,1371832522.27,16
"20472",27158,62291,3,285,1371835630.167,17
"20473",23855,62294,6,152,1371836589.433,17
"20474",26435,62295,1,118,1371836673.293,17
"20475",27161,62300,0,123,1371840389.463,18
"20476",13038,62304,1,118,1371843208.593,19
"20477",7135,62305,4,136,1371844996.007,20
"20478",21650,62306,2,86,1371848259.823,20
"20479",17661,62307,0,180,1371848463.977,21
"20480",1005,62312,3,1379,1371851132.507,21
"20481",18086,62315,3,373,1371854741.35,22
"20482",603,62317,6,325,1371860690.193,0
"20483",25180,62318,0,91,1371863065.533,1
"20484",26746,62324,1,362,1371890698.807,8
"20485",27174,62329,1,51,1371897255.157,10
"20486",27179,62337,0,60,1371904667.223,12
"20487",27180,62338,0,51,1371907862.143,13
"20488",22468,62340,0,273,1371914686.15,15
"20489",6552,62347,3,653,1371925994.34,18
"20490",27185,62350,2,79,1371927608.813,19
"20491",27187,62351,1,86,1371928935.393,19
"20492",26069,62353,1,2451,1371931831.553,20
"20493",27191,62359,0,352,1371937481.66,21
"20494",27192,62361,1,208,1371938349.97,21
"20495",2849,62364,1,118,1371941335.653,22
"20496",26564,62368,1,164,1371944146.933,23
"20497",27193,62369,0,66,1371945863.57,0
"20498",24864,62370,0,926,1371946116.397,0
"20499",7744,62372,4,125,1371946388.847,0
"20500",26102,62373,3,192,1371953107.26,2
"20501",11458,62374,0,52,1371953859.387,2
"20502",27196,62378,1,186,1371955979.533,2
"20503",26974,62391,2,67,1371969496.873,6
"20504",23891,62402,0,34,1371989711.8,12
"20505",16934,62409,2,1109,1371997291.207,14
"20506",27207,62412,4,149,1371842723.3,19
"20507",27206,62413,3,166,1372001677.513,15
"20508",8226,62415,0,111,1372004798.31,16
"20509",2676,62416,2,709,1372005318.933,16
"20510",27115,62418,1,220,1372007529.91,17
"20511",2040,62420,6,772,1372009210.42,17
"20512",9136,62422,1,69,1372017094.447,19
"20513",25739,62423,1,38,1372018739.79,20
"20514",27212,62427,1,509,1372023371.51,21
"20515",27214,62430,1,122,1372030892.347,23
"20516",27214,62431,0,37,1372031290.98,23
"20517",21599,62434,0,137,1372036785.29,1
"20518",27217,62437,2,126,1372041893.31,2
"20519",18528,62438,1,278,1372050656.997,5
"20520",27218,62439,2,1603,1372051805.057,5
"20521",12147,62444,1,31,1372060184.247,7
"20522",27223,62445,4,940,1372060214.97,7
"20523",27222,62447,3,128,1372060905.343,8
"20524",26886,62450,2,129,1372066329.907,9
"20525",196,62454,0,30,1372069392.873,10
"20526",27020,62455,1,108,1372070758.2,10
"20527",12331,62458,2,49,1372071861.35,11
"20528",25739,62459,2,108,1372072589.247,11
"20529",5509,62460,2,469,1372073477.013,11
"20530",27227,62466,4,215,1372079992.06,13
"20531",27238,62469,0,120,1372080589.63,13
"20532",27239,62470,2,1399,1372082460.11,14
"20533",1005,62471,3,173,1372082890.7,14
"20534",27245,62478,0,45,1372090093.413,16
"20535",14731,62482,0,70,1372093580.903,17
"20536",17661,62483,0,159,1372093583.357,17
"20537",27248,62485,4,215,1372096283.777,17
"20538",27249,62486,5,118,1372096888.89,18
"20539",1005,62488,4,174,1372099906.92,18
"20540",27251,62489,2,523,1372099940.02,18
"20541",8067,62490,0,232,1372099969.773,18
"20542",26185,62492,4,215,1372105239.457,20
"20543",27255,62496,2,71,1372107001.863,20
"20544",27260,62499,1,138,1372112053.883,22
"20545",27259,62500,2,210,1372112714.687,22
"20546",7411,62503,2,121,1372117317.11,23
"20547",1005,62506,0,70,1372119952.937,0
"20548",11511,62510,0,127,1372121765.383,0
"20549",20473,62512,3,66,1372124441.84,1
"20550",4829,62513,3,128,1372130096.647,3
"20551",1005,62519,5,311,1372138531.74,5
"20552",12331,62523,3,33,1372145618.227,7
"20553",11956,62524,5,586,1372149561.537,8
"20554",22083,62526,1,214,1372152640.56,9
"20555",27274,62531,1,2103,1372156431.14,10
"20556",27276,62532,3,137,1372157378.71,10
"20557",10584,62533,1,254,1372157595.573,10
"20558",27277,62535,2,110,1372158213.067,11
"20559",25113,62542,1,178,1372161137.59,11
"20560",27280,62544,2,43,1372162205.163,12
"20561",27279,62545,2,872,1372162884.747,12
"20562",20556,62552,3,202,1372169047.457,14
"20563",5191,62553,1,220,1372169192.917,14
"20564",12856,62554,2,19,1372169382.733,14
"20565",25846,62558,2,361,1372171373.633,14
"20566",13985,62559,1,66,1372171492.413,14
"20567",27290,62560,4,306,1372172245.42,14
"20568",27085,62562,3,151,1372172923.417,15
"20569",27258,62565,7,226,1372173506.877,15
"20570",27292,62573,4,125,1372177367.093,16
"20571",14137,62574,2,129,1372177674.383,16
"20572",21810,62576,1,257,1372178547.59,16
"20573",1005,62577,2,119,1372178710.053,16
"20574",16534,62579,3,193,1372180102.73,17
"20575",21030,62584,0,98,1372187802.803,19
"20576",13698,62586,0,63,1372188061.373,19
"20577",21599,62590,1,431,1372191056.763,20
"20578",7411,62591,2,469,1372191408.093,20
"20579",21560,62593,1,53,1372193051.62,20
"20580",26790,62594,0,49,1372193116.983,20
"20581",26221,62597,4,530,1372194400.153,21
"20582",27305,62598,3,31,1372195712.21,21
"20583",27308,62604,0,82,1372199351.007,22
"20584",27307,62605,2,116,1372199600.583,22
"20585",27309,62606,1,46,1372200623.163,22
"20586",27310,62607,2,191,1372201187.02,22
"20587",17510,62617,2,203,1372234035.09,8
"20588",17192,62621,10,2208,1372238541.867,9
"20589",27317,62622,3,282,1372239518.777,9
"20590",25691,62623,1,102,1372240290.47,9
"20591",27321,62628,0,75,1372246742.68,11
"20592",27286,62629,3,117,1372246840.477,11
"20593",27277,62631,0,2167,1372248385.863,12
"20594",3773,62634,6,225,1372251909.987,13
"20595",27326,62637,3,177,1372253614.283,13
"20596",11431,62640,0,19,1372257286.767,14
"20597",26666,62642,2,291,1372258641.09,14
"20598",27329,62643,0,183,1372259274.87,15
"20599",17401,62644,1,185,1372259908.41,15
"20600",27327,62646,2,602,1372260715.39,15
"20601",7870,62647,1,47,1372260755.277,15
"20602",582,62655,0,59,1372265432.717,16
"20603",8109,62658,0,1159,1372268922.107,17
